"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.002446,2.883,38.72,-1.664,0.487
1.002219,2.305,75.13,-1.858,0.865
1.000572,3.223,76.1,-1.705,0.52
1.001771,3.587,42.85,-1.571,0.448
1.001005,2.804,45.41,-1.679,0.464
1.00058,3.222,52.68,-1.563,0.43
1.001959,2.016,98.91,-2.202,0.863
1.00059,2.893,85.37,-1.853,0.551
1.00363,3.302,90.41,-2.348,0.341
1.001193,2.111,50.26,-2.03,0.511
1.004689,1.658,79.18,-2.378,0.511
1.001845,2.686,104.12,-2.208,0.656
1.00254,3.748,41.89,-1.567,0.425
1.001668,2.928,86.11,-2.434,0.404
1.00367,2.303,39.13,-1.522,0.852
1.003251,1.679,96.83,-1.563,0.324
1.001942,2.314,64.61,-1.871,0.77
1.004994,2.383,54.08,-1.558,0.756
1.002374,2.972,60.98,-1.703,0.649
1.001733,2.98,98.68,-2.276,0.534
1.004051,2.289,98.38,-2.23,0.572
1.004652,1.681,58.76,-2.004,0.776
1.004006,2.627,98.88,-1.865,0.767
1.001872,2.073,47.62,-1.824,0.807
1.004678,3.112,68.6,-1.511,0.694
1.004199,2.081,83.86,-2.269,0.513
1.00419,2.993,73.85,-1.785,0.557
1.004725,2.341,60.7,-2.037,0.389
1.002867,1.639,36.5,-1.957,0.872
1.003169,3.372,56.09,-1.601,0.564
1.001401,3.121,103.75,-1.868,0.786
1.003851,3.587,100.08,-2.211,0.411
1.00363,2.107,47.17,-1.793,0.693
1.001003,2.411,92.57,-1.997,0.745
1.002826,2.444,54.63,-2.215,0.379
1.004749,3.014,91.72,-1.738,0.664
1.003221,3.174,92.37,-2.091,0.522
1.002226,1.991,47.87,-2.058,0.611
1.004835,1.381,69.09,-2.458,0.565
1.003557,3.341,67.2,-1.785,0.5
1.003288,3.019,93.77,-2.147,0.518
1.000832,2.568,58.98,-1.937,0.436
1.001562,2.722,36.51,-1.657,0.5
1.002186,3.356,57.94,-1.735,0.526
1.000697,1.554,35.64,-2.284,0.369
1.004416,1.282,74.81,-1.922,0.302
1.004329,2.618,102.16,-2.216,0.506
1.004507,2.792,72.18,-1.801,0.559
1.004748,2.177,36.48,-1.509,0.86
1.000881,3.605,73.89,-1.569,0.639
1.001664,2.092,37.43,-2.177,0.354
1.001566,3.698,58.11,-1.674,0.499
1.000524,1.648,89.29,-2.464,0.548
1.001558,2.033,91.53,-2.124,0.879
1.000881,1.871,45.25,-2.357,0.306
1.001716,3.102,81.88,-1.687,0.812
1.002537,2.634,81.85,-2.218,0.53
1.002679,1.797,55.12,-2.268,0.601
1.004321,2.457,55.8,-1.911,0.463
1.002382,3.096,50.44,-1.62,0.604
1.001785,2.261,73.25,-2.358,0.495
1.002588,2.37,73.85,-2.025,0.675
1.00487,1.597,92.45,-2.15,0.309
1.003065,2.339,73.72,-1.978,0.691
1.001193,2.879,51.37,-1.773,0.47
1.002383,2.489,37.62,-1.667,0.632
1.004205,1.67,63.01,-2.195,0.67
1.002595,2.091,74.28,-1.924,0.899
1.001417,2.63,87.65,-2.368,0.471
1.004711,3.543,59.17,-1.687,0.408
1.002241,2.659,52.64,-1.965,0.479
1.001396,2.303,76.14,-1.88,0.855
1.003876,3.466,99.79,-1.833,0.645
1.00235,3.588,79.24,-1.913,0.541
1.002064,2.113,90.84,-2.392,0.641
1.002832,3.332,68.06,-1.738,0.596
1.002294,2.75,99.4,-2.223,0.617
1.001995,3.741,46.97,-1.859,0.33
1.000958,3.484,60.46,-1.736,0.437
1.003905,3.389,55.44,-1.989,0.303
1.002406,2.796,77.66,-1.825,0.741
1.003707,1.568,76.68,-2.269,0.859
1.001459,2.54,51.74,-1.71,0.702
1.004582,2.358,41.79,-1.525,0.779
1.004472,2.089,97.39,-2.077,0.752
1.00121,1.432,40.23,-2.438,0.566
1.003813,1.427,48.91,-2.219,0.866
1.000561,2.18,74.9,-1.906,0.653
1.003165,2.183,95.49,-2.319,0.636
1.003268,2.113,69.37,-2.027,0.704
1.00096,3.489,100.15,-2.099,0.503
1.00077,2.264,35.73,-1.59,0.65
1.00092,2.267,61.29,-1.714,0.861
1.002411,2.542,80.77,-2.218,0.559
1.001982,2.624,92.1,-2.34,0.546
1.003342,3.42,51.91,-1.662,0.485
1.002403,3.053,52.16,-1.506,0.761
1.000575,2.876,85.12,-1.862,0.554
1.00368,2.913,66.72,-1.526,0.843
1.004521,3.553,46.46,-1.754,0.303
1.004468,1.288,35.38,-2.423,0.548
1.001118,1.769,82.94,-2.274,0.802
1.00074,2.545,85.72,-1.847,0.725
1.000976,1.784,39.33,-1.971,0.658
1.001729,2.71,69.59,-2.265,0.427
1.004105,3.425,76.53,-2.123,0.356
1.001672,2.125,46.77,-1.786,0.823
1.004779,1.487,62.87,-2.174,0.86
1.001898,1.75,68.41,-2.3,0.758
1.001683,2.548,73.74,-2.442,0.401
1.001235,2.474,49.41,-1.927,0.464
1.000747,2.309,41.86,-1.895,0.373
1.004037,1.959,37.09,-1.838,0.63
1.002429,2.654,39.5,-1.914,0.404
1.001162,1.429,60.81,-2.439,0.797
1.003822,2.601,58.29,-1.84,0.554
1.001485,2.59,62.67,-2.181,0.425
1.002919,3.578,100.49,-2.344,0.442
1.001884,3.619,82.28,-1.981,0.529
1.004973,3.105,44.41,-1.541,0.459
1.001657,2.162,38.54,-1.854,0.618
1.002681,1.975,81.68,-2.163,0.803
1.002868,2.791,45.31,-2.023,0.361
1.001755,2.912,65.98,-1.649,0.794
1.001499,2.331,44.77,-1.903,0.538
1.001812,2.352,62.85,-1.947,0.691
1.002833,3.379,90.97,-1.68,0.808
1.003891,2.6,94.74,-2.174,0.565
1.002715,3.331,53.59,-1.909,0.405
1.002977,3.171,94.44,-1.891,0.701
1.003548,3.24,86.59,-2.324,0.379
1.003404,1.615,86.49,-2.327,0.873
1.003387,2.426,37.08,-1.506,0.836
1.00125,2.962,79,-1.995,0.55
1.00123,2.16,37.8,-1.866,0.536
1.000603,2.148,55.95,-1.681,0.807
1.004775,2.737,75.86,-1.716,0.696
1.002878,2,74.03,-2.105,0.778
1.004026,3.095,95.38,-1.827,0.7
1.003328,2.337,83.65,-2.283,0.551
1.000577,1.524,42.6,-2.319,0.405
1.00342,3.702,83.58,-1.671,0.677
1.004281,3.089,48.88,-1.841,0.359
1.002791,3.206,75.99,-2.447,0.333
1.00073,1.682,60.46,-2.074,0.807
1.002343,1.883,61.48,-2.492,0.494
1.001543,3.262,40.92,-1.763,0.364
1.002907,3.205,82.12,-2.301,0.414
1.00248,3.669,101.69,-1.779,0.771
1.002998,3.485,57.8,-2.076,0.339
1.001261,3.332,66.99,-1.715,0.59
1.004632,3.174,78.76,-1.579,0.755
1.004222,3.597,68.46,-1.778,0.473
1.004901,1.885,64.32,-1.926,0.807
1.002929,2.299,89.29,-2.418,0.549
1.002377,2.067,97.41,-2.187,0.868
1.004793,3.1,76.09,-2.059,0.388
1.001474,2.168,65.54,-1.929,0.815
1.002572,3.283,87.05,-2.313,0.443
1.003868,3.561,94.48,-1.667,0.757
1.000997,2.673,100.93,-2.494,0.444
1.00495,1.521,69.95,-2.382,0.618
1.004069,2.135,56.64,-2.032,0.554
1.003247,3.184,80.73,-2.415,0.351
1.000587,2.673,82.95,-1.953,0.535
1.004682,2.272,73.13,-2.308,0.389
1.000552,2.575,77.75,-2.313,0.335
1.001189,1.949,45.34,-2.082,0.54
1.002871,3.443,62.18,-1.609,0.654
1.003522,2.707,46.13,-1.514,0.775
1.0019,2.822,49.52,-1.898,0.473
1.000863,1.738,92.99,-2.334,0.796
1.002804,2.968,68.82,-2.04,0.504
1.002317,2.142,80.68,-2.033,0.866
1.004806,2.436,40.86,-1.812,0.423
1.000934,1.258,35.36,-2.45,0.737
1.00214,3.135,95.05,-2.274,0.531
1.003651,2.139,50.57,-2.138,0.471
1.00275,3.107,97.69,-1.765,0.858
1.001744,1.617,37.13,-2.422,0.474
1.001641,3.717,58.69,-2.114,0.321
1.002767,1.758,104.05,-2.462,0.832
1.00095,3.132,56,-1.695,0.499
1.001776,2.996,75.29,-2.476,0.357
1.002468,3.624,67.73,-2.042,0.424
1.000739,1.478,46.97,-2.376,0.53
1.004292,2.041,52.59,-2.364,0.337
1.000589,3.197,96.15,-1.661,0.758
1.00412,2.406,78.2,-1.822,0.813
1.001597,1.751,44.09,-2.335,0.509
1.000509,1.569,45.41,-2.125,0.551
1.004065,3.186,44.57,-1.827,0.349
1.001604,3.71,67.63,-1.621,0.65
1.001812,3.474,89.26,-1.84,0.695
1.002155,1.979,41.88,-2.427,0.353
1.002485,2.574,69.46,-2.499,0.375
1.001314,1.927,85.48,-2.189,0.854
1.00081,1.815,42.59,-1.924,0.703
1.004629,2.501,42.66,-1.557,0.712
1.002837,1.499,82.61,-2.464,0.899
1.004339,1.994,99.6,-2.412,0.602
1.002293,2.679,46.96,-1.615,0.759
1.000887,2.657,100.04,-2.002,0.718
1.001817,2.766,38.98,-1.546,0.703
1.002169,3.368,54.67,-1.895,0.436
1.003231,2.86,85.79,-2.147,0.555
1.004609,2.757,67.93,-1.583,0.826
1.003044,2.235,55.62,-1.924,0.691
1.002341,2.534,46.81,-1.95,0.505
1.000758,2.754,39.87,-1.812,0.316
1.000613,1.456,78.16,-2.426,0.755
1.003969,3.036,74.46,-1.675,0.728
1.003151,2.871,57.74,-2.143,0.389
1.002861,2.361,39.99,-2.059,0.416
1.001428,3.631,74.64,-1.559,0.775
1.004853,1.566,69.59,-2.243,0.794
1.00132,2.12,52.78,-2.051,0.585
1.001243,2.54,49.22,-2.098,0.359
1.00144,2.378,58.7,-2.376,0.359
1.004752,2.255,85.44,-2.448,0.393
1.004644,1.948,47.64,-2.29,0.354
1.003793,2.191,40.52,-2.013,0.453
1.001754,3.418,50.11,-2.073,0.312
1.000676,2.989,35.22,-1.529,0.381
1.004672,2.375,96.3,-2.17,0.609
1.003738,2.267,72.34,-2.105,0.611
1.004639,2.187,96.67,-2.161,0.685
1.002685,1.786,66.85,-2.32,0.716
1.001899,2.154,94.41,-2.215,0.816
1.00307,2.07,42.81,-1.761,0.854
1.001105,1.94,42.46,-1.936,0.668
1.004705,1.962,49.24,-2.261,0.377
1.001946,1.671,54.36,-2.388,0.659
1.003626,1.591,61.59,-2.449,0.626
1.000746,2.809,70.73,-1.746,0.632
1.003589,3.297,60.44,-1.835,0.486
1.002742,2.945,59.52,-1.934,0.521
1.002348,3.282,98.88,-2.124,0.618
1.004285,3.746,55.69,-1.504,0.568
1.000613,2.237,80.29,-2.082,0.571
1.000596,2.64,75.82,-2.328,0.33
1.000643,2.565,50.87,-1.651,0.576
1.00232,1.621,42.33,-2.36,0.616
1.00357,3.172,59.9,-1.944,0.443
1.001932,1.878,51.02,-1.999,0.859
1.000816,1.848,46.98,-2.091,0.534
1.003384,2.542,62.61,-2.289,0.404
1.000889,2.604,71.89,-2.268,0.388
1.003807,1.906,53.5,-2.35,0.457
1.000744,2.113,84.74,-1.949,0.858
1.001352,2.413,101.01,-2.08,0.837
1.000937,2.596,61.37,-2.192,0.363
1.000568,2.995,96.7,-1.908,0.598
1.003755,2.206,40.23,-1.996,0.469
1.000871,2.658,48.94,-1.854,0.421
1.000638,1.774,93.32,-2.366,0.669
1.004148,3.14,79.84,-1.586,0.84
1.003143,2.87,69.95,-1.971,0.575
1.001888,2.655,50.05,-1.769,0.647
1.001511,3.63,38.26,-1.666,0.355
1.004146,2.664,61.33,-1.956,0.504
1.003669,3.409,89.83,-1.845,0.655
1.000592,1.871,77.71,-2.284,0.549
1.002743,3.138,102.86,-2.317,0.553
1.001601,2.916,94.17,-2.281,0.554
1.001739,2.241,51.02,-2.335,0.388
1.002277,3.454,88.15,-2.277,0.472
1.002708,3.183,81.41,-1.66,0.848
1.00481,2.927,67.27,-1.535,0.826
1.00473,3.35,82.59,-1.781,0.606
1.000908,1.806,49.09,-2.465,0.342
1.004179,2.052,104.79,-2.282,0.748
1.00474,3.009,77.68,-1.619,0.793
1.003753,2.265,90.71,-2.3,0.608
1.001336,2.991,93.82,-1.881,0.779
1.002818,1.807,87.37,-2.362,0.811
1.001842,3.701,74.51,-1.628,0.73
1.001285,3.479,100.67,-1.873,0.726
1.002495,3.068,59.69,-2.078,0.437
1.002034,3.208,37.75,-1.947,0.303
1.002813,2.764,81.94,-1.788,0.849
1.000621,3.609,89.42,-1.559,0.745
1.001539,3.391,77.14,-1.777,0.672
1.000712,3.007,73.18,-1.902,0.484
1.001167,2.88,87.17,-1.773,0.836
1.002396,3.415,38.46,-1.535,0.532
1.000986,2.162,44.74,-2.282,0.303
1.000523,3.168,82.69,-2.25,0.329
1.003289,1.749,57.31,-2.231,0.717
1.000839,2.543,99.26,-2.294,0.545
1.000641,3.02,85.02,-1.568,0.86
1.004625,1.761,49.51,-2.494,0.346
1.003941,1.729,35.7,-1.995,0.729
1.001806,3.313,91.42,-2.476,0.424
1.003948,1.978,80.14,-2.043,0.882
1.003398,2.105,102.14,-2.409,0.688
1.001599,3.599,60.89,-1.982,0.404
1.000912,3.43,62.56,-1.947,0.374
1.002027,3.106,90.36,-2.248,0.543
1.002338,2.18,92.06,-2.384,0.684
1.001363,2.62,90.16,-1.864,0.893
1.000945,2.922,97.74,-2.27,0.502
1.001636,2.778,97.46,-2.29,0.603
1.000709,2.383,87,-1.888,0.789
1.003982,3.626,95.78,-1.863,0.645
1.0035,3.574,67.7,-1.518,0.756
1.001208,2.842,62.46,-1.805,0.612
1.004083,3.018,71.85,-2.36,0.335
1.001172,2.336,67.36,-2.415,0.387
1.004654,3.533,76.89,-1.757,0.576
1.001339,1.737,39.58,-1.969,0.886
1.000578,3.551,104.82,-2.157,0.453
1.000579,2.8,93.28,-1.825,0.699
1.000651,2.863,85.35,-2.197,0.422
1.001116,2.979,60.79,-1.513,0.859
1.001809,2.384,57.18,-2.114,0.543
1.003682,2.132,42.38,-2.391,0.316
1.003898,2.352,100.16,-2.032,0.848
1.000751,1.505,44.56,-2.468,0.434
1.002247,2.789,102.2,-2.095,0.767
1.000626,2.839,82.4,-1.719,0.722
1.00392,2.993,81.4,-2.098,0.523
1.000656,2.002,46.04,-1.792,0.711
1.004662,2.777,46.37,-1.731,0.507
1.001202,1.725,82.37,-2.333,0.851
1.000978,3.417,82.36,-1.717,0.682
1.00407,3.561,60.83,-1.561,0.637
1.004071,1.727,59.86,-2.297,0.647
1.003419,2.371,38.55,-2.05,0.411
1.001539,3.188,56.11,-2.084,0.369
1.004752,3.534,99.55,-2.452,0.349
1.003999,2.3,103.6,-2.13,0.802
1.001629,2.857,61.69,-2.058,0.483
1.00308,2.598,84.67,-2.304,0.557
1.002311,3.494,82.63,-2.423,0.399
1.002025,2.637,91.49,-2.309,0.608
1.002497,3.4,92.36,-2.211,0.543
1.00312,3.281,97.34,-1.794,0.817
1.001198,3.059,40.01,-1.667,0.436
1.002902,1.955,45.97,-2.337,0.476
1.002985,2.531,80.26,-2.144,0.645
1.000933,2.864,62.29,-1.727,0.624
1.000879,2.62,86.44,-2.481,0.392
1.00492,2.501,66.54,-2.301,0.359
1.003828,2.814,88.84,-2.254,0.522
1.001098,3.16,74.71,-1.916,0.54
1.002395,2.015,101.47,-2.29,0.889
1.004851,2.809,93.08,-1.89,0.724
1.000611,3.487,69.31,-2.088,0.317
1.001254,3.428,81.91,-2.108,0.469
1.002486,2.698,101.19,-1.944,0.898
1.001916,1.963,50.89,-2.063,0.749
1.00051,1.493,62.71,-2.362,0.594
1.003148,2.28,103.29,-2.144,0.853
1.001083,3.637,94.12,-1.876,0.632
1.002828,3.465,41.47,-1.779,0.402
1.004236,3.082,63.25,-1.76,0.589
1.002422,2.009,85.95,-2.389,0.725
1.00232,3.741,102.46,-2.475,0.459
1.0007,2.869,51.4,-1.969,0.323
1.002747,3.679,52.24,-1.861,0.425
1.001064,2.369,92.95,-2.15,0.708
1.000536,2.402,63.31,-1.7,0.696
1.002295,2.603,101.65,-2.418,0.62
1.003629,2.117,94.95,-2.467,0.616
1.003762,1.639,57.41,-2.384,0.654
1.002746,1.462,53.76,-2.402,0.865
1.000759,2.929,82.05,-1.907,0.586
1.004027,2.496,93.03,-2.408,0.514
1.002544,2.724,73.08,-2.021,0.649
1.00359,2.053,40.33,-2.078,0.524
1.003523,2.211,82.49,-2.39,0.575
1.004301,1.333,38.11,-2.379,0.815
1.001303,2.93,69.57,-2.004,0.525
1.003269,1.742,92.67,-2.47,0.792
1.002212,2.792,75.28,-2.087,0.61
1.002389,2.783,79.59,-1.947,0.738
1.002032,2.983,92.66,-2.156,0.64
1.00499,3.155,83.31,-2.289,0.372
1.002194,2.011,58,-2.291,0.601
1.004902,1.941,45.71,-2.027,0.589
1.003226,2.944,101.57,-1.937,0.809
1.002937,2.379,45.44,-2.044,0.509
1.001086,1.858,101.66,-2.421,0.797
1.004876,3.574,73.26,-2.006,0.416
1.000664,2.106,71.02,-2.211,0.499
1.001304,3.125,85.21,-2.396,0.41
1.004692,2.336,60.37,-1.737,0.854
1.003275,3.557,65.59,-1.675,0.647
1.003279,3.309,69.09,-2.347,0.359
1.00159,3.504,66.97,-2.199,0.376
1.003611,1.594,46.71,-2.459,0.569
1.004605,1.683,60.62,-2.491,0.509
1.001283,2.173,104.01,-2.254,0.829
1.004724,2.519,70.02,-2.332,0.392
1.00297,1.623,51.54,-2.417,0.67
1.002151,3.414,104.15,-2.375,0.541
1.000573,1.593,57.26,-2.45,0.439
1.001251,3.29,60.08,-1.882,0.457
1.000835,3.395,92.39,-1.669,0.79
1.002968,3.362,68.38,-1.837,0.602
1.00081,1.593,46.49,-2.238,0.634
1.00051,1.784,62.87,-2.104,0.612
1.002248,3.143,96.54,-2.009,0.732
1.002062,3.042,68.73,-2.385,0.387
1.000728,2.539,80.25,-2.112,0.522
1.000736,2.076,61.86,-2.019,0.614
1.001331,1.624,41.74,-2.329,0.598
1.00187,3.607,103.77,-2.18,0.603
1.004173,3.248,61.58,-2.005,0.422
1.004409,2.731,75.85,-1.785,0.77
1.003216,2.979,67.95,-1.629,0.844
1.00432,2.702,67.92,-2.144,0.467
1.003829,3.254,82.31,-2.453,0.367
1.004623,2.044,55.32,-2.159,0.538
1.003326,2.378,76.17,-2.216,0.617
1.00448,3.076,80.38,-1.922,0.602
1.002009,2.475,42.64,-2.186,0.376
1.001105,3.567,69.78,-1.795,0.527
1.000797,2.467,52.95,-1.628,0.785
1.00184,1.947,48.84,-2.475,0.427
1.000959,1.482,82.86,-2.5,0.893
1.001442,3.348,79.96,-2.48,0.355
1.001245,1.848,60.9,-2.239,0.685
1.000968,2.754,99.89,-2.094,0.672
1.00363,3.197,59.4,-1.591,0.726
1.000838,3.202,98.92,-2.14,0.532
1.001178,1.867,78.66,-2.203,0.858
1.002003,2.097,71.34,-2.147,0.789
1.00465,3.697,61.08,-1.863,0.421
1.000518,2.373,82.02,-1.765,0.822
1.000734,2.39,99.8,-2.165,0.665
1.001156,1.917,69.13,-2.497,0.496
1.001334,3.034,55.1,-1.929,0.447
1.001348,1.637,84.99,-2.469,0.864
1.002795,3.497,71.82,-2.027,0.513
1.001425,2.925,51.66,-1.647,0.691
1.001179,2.674,53.21,-1.667,0.74
1.00167,3.191,94.52,-2.235,0.571
1.004789,2.413,87.27,-2.266,0.558
1.004123,3.067,59.19,-2.045,0.422
1.004434,2.937,90.37,-2.38,0.444
1.004374,2.402,76.55,-1.851,0.861
1.00149,2.468,67.43,-1.941,0.737
1.000546,2.915,101.74,-2.304,0.441
1.000783,1.522,51.28,-2.17,0.896
1.003761,3.238,74.65,-1.939,0.576
1.003644,2.512,104.81,-2.376,0.638
1.001536,2.528,61.95,-1.767,0.843
1.000778,3.548,79.9,-2.319,0.331
1.003731,3.562,70.51,-2.042,0.458
1.001944,2.706,98.42,-1.966,0.894
1.001524,2.087,71.76,-2.093,0.821
1.000837,2.552,87.99,-2.373,0.459
1.002321,1.977,83.08,-2.392,0.748
1.000574,1.734,53.15,-2.041,0.689
1.000851,2.416,67.1,-2.156,0.469
1.003432,2.302,77.63,-2.323,0.591
1.002223,2.202,89.56,-2.313,0.75
1.002371,3.366,71.49,-1.773,0.697
1.00469,2.453,52.6,-2.019,0.486
1.000547,1.957,93.59,-2.466,0.513
1.001666,1.535,48.82,-2.321,0.857
1.002366,3.126,36.3,-1.816,0.403
1.002391,2.781,83.4,-2.458,0.491
1.001482,2.747,76.83,-1.864,0.788
1.00498,2.007,73.91,-2,0.884
1.004994,2.047,50.31,-2.091,0.547
1.003238,2.923,96.18,-2.145,0.671
1.000652,3.255,59.58,-1.667,0.496
1.001148,3.58,83.73,-1.902,0.576
1.002149,3.499,87.76,-2.467,0.429
1.002374,3.711,98.78,-2.005,0.675
1.003893,3.311,74.14,-2.151,0.454
1.000855,2.424,53.54,-2.141,0.376
1.002981,3.628,60.9,-2.218,0.358
1.003029,2.742,57.02,-2.458,0.34
1.002722,2.457,69.54,-2.058,0.699
1.001218,1.445,42.96,-2.331,0.845
1.003805,2.058,76.12,-2.35,0.627
1.001971,2.617,66.42,-1.758,0.894
1.003935,3.536,85.11,-2.092,0.518
1.001719,1.771,46.97,-2.155,0.782
1.001773,3.117,47.55,-1.912,0.435
1.001491,1.863,70.64,-2.445,0.644
1.00158,2.069,66.67,-2.354,0.589
1.000615,2.021,51.58,-2.056,0.478
1.004815,3.518,80.51,-1.754,0.653
1.001593,2.292,66.51,-2.364,0.502
1.004262,1.446,42.83,-2.36,0.779
1.001251,1.392,40.76,-2.447,0.758
1.00406,3.217,86.19,-1.763,0.778
1.001627,2.876,67.28,-1.921,0.643
1.002106,2.898,59.55,-1.605,0.894
1.002278,2.991,42.97,-1.742,0.558
1.000661,2.83,59.78,-1.858,0.455
1.0024,2.004,61.37,-2.43,0.569
1.001983,2.267,49.81,-2.054,0.614
1.001758,3.639,67.64,-2.13,0.42
1.002384,2.504,84.47,-2.003,0.849
1.000858,3.169,73.26,-2.206,0.375
1.002459,2.94,94.98,-2.331,0.596
1.004839,3.493,52.93,-2.027,0.329
1.000569,1.702,36.11,-1.966,0.611
1.001903,2.13,96.77,-2.46,0.729
1.001835,2.19,36.82,-1.886,0.66
1.000516,2.887,41.04,-1.635,0.369
1.002856,2.612,49.57,-1.739,0.75
1.001361,3.377,87.2,-1.757,0.794
1.00053,2.949,79.21,-1.603,0.769
1.002545,2.404,96.77,-2.252,0.773
1.000672,3.459,47.14,-1.696,0.353
1.001603,3.645,41.36,-1.536,0.53
1.000549,2.407,96.57,-1.933,0.774
1.001775,2.802,47.53,-1.832,0.568
1.001399,2.354,39.49,-2.207,0.327
1.000531,1.577,98.99,-2.419,0.824
1.002815,2.474,78.85,-1.94,0.864
1.000552,2.901,84.77,-1.716,0.724
1.00439,1.939,37.84,-2.282,0.411
1.004568,3,99.63,-1.885,0.806
1.001453,3.096,71.43,-2.086,0.506
1.004778,1.638,43.14,-2.347,0.557
1.000893,3.28,95.44,-1.888,0.682
1.000675,2.243,82.64,-2.069,0.666
1.002678,2.219,97.98,-2.292,0.817
1.000686,1.526,58.91,-2.383,0.653
1.003537,2.917,77.22,-1.955,0.677
1.000628,2.275,93.54,-1.977,0.81
1.004419,3.322,72.15,-2.138,0.438
1.002953,1.906,40.17,-2.085,0.698
1.001244,3.293,99.57,-2.33,0.506
1.002022,2.637,37.2,-1.57,0.816
1.001286,1.76,61.06,-2.248,0.789
1.003145,2.969,60.15,-1.844,0.64
1.001074,3.245,69.2,-1.682,0.693
1.002341,1.734,39.82,-2.45,0.52
1.001631,2.102,42.18,-2.18,0.492
1.002549,3.052,63.86,-1.996,0.568
1.003615,1.755,61.96,-2.308,0.753
1.004935,2.462,73.6,-2.182,0.546
1.001099,3.582,68.75,-1.983,0.432
1.001946,2.959,100.68,-2.209,0.693
1.003458,2.873,56.28,-2.35,0.359
1.003655,2.051,61.78,-2.143,0.713
1.00436,3.358,75.93,-2.393,0.361
1.001622,2.004,39.47,-1.968,0.719
1.001024,3.698,102.96,-1.84,0.731
1.000717,1.759,78.9,-2.437,0.603
1.001262,2.772,54.36,-2.07,0.417
1.000562,2.221,43.75,-2.017,0.345
1.002843,2.774,66.77,-1.812,0.79
1.000791,2.302,39.74,-1.819,0.502
1.004459,3.613,79.12,-2.301,0.388
1.002754,3.305,76.09,-2.122,0.545
1.001678,2.1,38.95,-2.22,0.439
1.001479,2.247,44.84,-1.944,0.635
1.00068,3.195,67.18,-1.564,0.701
1.000552,2.751,97.81,-2.11,0.557
1.002341,2.473,50.44,-2.125,0.521
1.001053,1.464,38.6,-2.231,0.89
1.002168,1.859,41.48,-2.007,0.874
1.003636,2.194,54.46,-1.9,0.81
1.0016,3.535,57.77,-2.233,0.327
1.004215,3.236,96.01,-1.949,0.713
1.001597,3.293,69.96,-1.658,0.799
1.000596,1.938,41.24,-1.781,0.749
1.002403,2.176,50.24,-2.036,0.71
1.004547,2.572,104.11,-2.008,0.876
1.001365,2.248,35.82,-2.033,0.432
1.004726,2.089,35.76,-1.729,0.899
1.003545,3.024,55.72,-1.744,0.659
1.002371,3.023,97.04,-2.493,0.537
1.0018,1.847,57.34,-2.393,0.638
1.001994,3.262,104.78,-2.11,0.732
1.000844,2.186,97.78,-2.183,0.777
1.000708,2.379,61.77,-1.673,0.885
1.004704,2.82,88.09,-2.32,0.508
1.001457,3.305,87.17,-1.912,0.71
1.001467,3.612,67.68,-1.941,0.497
1.004543,2.149,85.52,-2.475,0.568
1.002398,2.436,45.4,-1.767,0.8
1.001734,3.11,43.14,-2.053,0.343
1.003373,2.312,56.89,-2.028,0.683
1.00492,1.72,89.88,-2.398,0.858
1.002471,3.413,57.97,-2.368,0.333
1.002693,3.255,56.2,-2.075,0.449
1.004337,1.894,86.34,-2.276,0.855
1.003716,1.782,72.46,-2.372,0.772
1.001006,2.837,98.44,-2.132,0.652
1.003428,3.223,103.73,-2.094,0.715
1.003914,2.725,94.59,-2.304,0.611
1.000655,3.481,103.8,-2.175,0.494
1.002972,2.558,49.5,-2.021,0.561
1.00144,3.713,49.56,-1.556,0.588
1.004382,3.038,60.45,-2.286,0.364
1.004912,3.431,65.88,-1.867,0.523
1.001508,3.586,69.25,-1.743,0.655
1.003309,2.721,78.21,-2.465,0.479
1.002415,3.265,93.48,-2.402,0.533
1.003726,3.244,89.84,-2.436,0.469
1.003431,2.92,36.22,-1.66,0.58
1.003413,2.517,72.75,-2.101,0.681
1.001072,2.282,88.07,-2.226,0.692
1.002024,1.461,35.03,-2.335,0.87
1.002838,2.778,86.19,-2.431,0.546
1.001975,2.187,42.61,-2.412,0.373
1.003351,3.36,46.13,-2.095,0.351
1.001495,3.587,68.4,-2.337,0.348
1.001374,3.601,103.35,-1.82,0.836
1.001232,2.781,54.06,-2.005,0.455
1.003225,2.215,97.49,-2.459,0.71
1.002524,2.577,102.9,-2.299,0.757
1.00318,3.421,80.45,-1.745,0.791
1.001523,3.447,83.07,-2.395,0.422
1.004809,2.676,58.47,-1.643,0.884
1.00139,3.347,87.9,-2.315,0.474
1.003712,2.541,68.02,-2.317,0.511
1.004601,2.837,45.07,-1.847,0.498
1.00176,2.926,82.6,-2.422,0.489
1.002666,1.755,38.63,-2.06,0.896
1.003645,2.733,60.58,-1.934,0.643
1.004256,2.736,73.94,-1.934,0.71
1.0023,3.233,59.61,-2.321,0.377
1.003518,3.284,82.74,-1.714,0.848
1.003341,2.916,60.19,-1.862,0.66
1.004636,1.965,36.44,-2.054,0.584
1.003696,2.287,66.37,-2.208,0.633
1.004659,2.745,78.38,-2.379,0.459
1.002364,3.621,84.86,-2.367,0.472
1.000773,3.058,69.44,-1.56,0.824
1.001262,1.764,48.96,-2.262,0.666
1.000684,2.14,56.35,-1.834,0.757
1.003238,1.71,52.3,-2.397,0.699
1.003738,2.086,93.09,-2.291,0.821
